ID_Paciente,UUID,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,CURP,RFC,Estado,Región_Socioeconómica,Municipio,Afiliación_Salud,Tipo_Sangre,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Frecuencia_Cardiaca,Temperatura_C,CIE10_Diagnostico,Diagnostico_Principal,Especialidad_Destino,Fecha_Ultima_Consulta,Costo_Consulta_MXN,Genero,Latitud,Longitud,glucosa,colesterol,Fumador,Historial_Familiar,Actividad_Fisica,Riesgo_Cardio,altura_cm,Consume_Alcohol,Diabetes,Hipertension,antecedente_familiar,trigliceridos,oxigenacion,riesgo
PUE-00234,,,,,,71,,,,,,,,,1.61,75.1,29.0,134,94,,,,,,,,Masculino,18.04411,-97.97134,233.0,294.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00235,,,,,,52,,,,,,,,,1.53,64.7,27.6,171,107,,,,,,,,Femenino,18.34541,-97.24117,171.0,156.0,Si,No,Alta,Medio,,,,,,,,
PUE-00236,,,,,,78,,,,,,,,,1.58,74.0,29.6,99,73,,,,,,,,Femenino,19.86391,-97.43297,176.0,213.0,No,Si,Alta,Bajo,,,,,,,,
PUE-00237,,,,,,58,,,,,,,,,1.56,77.3,31.8,134,99,,,,,,,,Femenino,19.78285,-97.94788,163.0,138.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00238,,,,,,50,,,,,,,,,1.54,71.6,30.2,126,86,,,,,,,,Femenino,18.91548,-97.8128,143.0,212.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00239,,,,,,85,,,,,,,,,1.75,76.5,25.0,112,79,,,,,,,,Masculino,19.79125,-97.39146,216.0,272.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00240,,,,,,50,,,,,,,,,1.61,80.1,30.9,134,97,,,,,,,,Masculino,19.97221,-97.57212,87.0,172.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00241,,,,,,31,,,,,,,,,1.61,81.7,31.5,130,85,,,,,,,,Femenino,18.90359,-98.42683,241.0,194.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00242,,,,,,38,,,,,,,,,1.61,94.8,36.6,154,105,,,,,,,,Femenino,18.7665,-98.42239,182.0,251.0,Si,No,Baja,Alto,,,,,,,,
PUE-00243,,,,,,65,,,,,,,,,1.56,53.5,22.0,150,93,,,,,,,,Femenino,20.09247,-97.73469,217.0,165.0,Si,Si,Alta,Medio,,,,,,,,
PUE-00244,,,,,,37,,,,,,,,,1.75,84.4,27.6,95,71,,,,,,,,Masculino,20.01051,-97.84682,71.0,278.0,Si,Si,Baja,Medio,,,,,,,,
PUE-00245,,,,,,25,,,,,,,,,1.56,69.7,28.6,154,110,,,,,,,,Femenino,19.97254,-97.63417,99.0,155.0,No,No,Baja,Bajo,,,,,,,,
PUE-00246,,,,,,24,,,,,,,,,1.76,108.1,34.9,107,71,,,,,,,,Masculino,18.84889,-97.87723,248.0,251.0,Si,Si,Moderada,Alto,,,,,,,,
PUE-00247,,,,,,84,,,,,,,,,1.66,50.2,18.2,180,110,,,,,,,,Masculino,19.83533,-98.03984,241.0,249.0,No,Si,Baja,Alto,,,,,,,,
PUE-00248,,,,,,34,,,,,,,,,1.46,83.2,39.0,129,85,,,,,,,,Femenino,18.62322,-97.18196,116.0,286.0,No,No,Baja,Medio,,,,,,,,
PUE-00249,,,,,,50,,,,,,,,,1.63,82.0,30.9,127,76,,,,,,,,Femenino,18.63414,-98.57238,112.0,163.0,No,No,Baja,Bajo,,,,,,,,
PUE-00250,,,,,,65,,,,,,,,,1.73,80.1,26.8,134,85,,,,,,,,Masculino,19.36664,-97.61256,80.0,210.0,No,Si,Baja,Bajo,,,,,,,,
PUE-00251,,,,,,76,,,,,,,,,1.76,88.4,28.5,106,65,,,,,,,,Masculino,19.83335,-98.03802,239.0,209.0,No,No,Baja,Bajo,,,,,,,,
PUE-00252,,,,,,39,,,,,,,,,1.61,102.4,39.5,179,110,,,,,,,,Masculino,18.49153,-97.24009,88.0,266.0,No,No,Moderada,Medio,,,,,,,,
PUE-00253,,,,,,47,,,,,,,,,1.77,66.8,21.3,102,64,,,,,,,,Masculino,18.90407,-97.97298,200.0,240.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00254,,,,,,55,,,,,,,,,1.69,53.3,18.7,99,70,,,,,,,,Femenino,19.82606,-97.79503,73.0,227.0,No,No,Alta,Bajo,,,,,,,,
PUE-00255,,,,,,68,,,,,,,,,1.64,78.4,29.1,179,110,,,,,,,,Femenino,18.46976,-97.82748,180.0,160.0,No,No,Baja,Medio,,,,,,,,
PUE-00256,,,,,,71,,,,,,,,,1.64,63.2,23.5,120,86,,,,,,,,Masculino,19.91475,-97.79262,235.0,241.0,No,Si,Baja,Medio,,,,,,,,
PUE-00257,,,,,,25,,,,,,,,,1.56,78.2,32.1,176,110,,,,,,,,Femenino,20.54298,-97.90256,231.0,222.0,No,No,Moderada,Medio,,,,,,,,
PUE-00258,,,,,,44,,,,,,,,,1.58,73.1,29.3,139,97,,,,,,,,Femenino,19.09211,-97.52607,120.0,216.0,Si,Si,Baja,Medio,,,,,,,,
PUE-00259,,,,,,44,,,,,,,,,1.56,57.9,23.8,173,110,,,,,,,,Femenino,18.34712,-97.25202,228.0,157.0,No,No,Baja,Medio,,,,,,,,
PUE-00260,,,,,,38,,,,,,,,,1.57,68.2,27.7,112,81,,,,,,,,Masculino,18.52355,-97.94097,173.0,233.0,No,No,Alta,Bajo,,,,,,,,
PUE-00261,,,,,,47,,,,,,,,,1.51,85.8,37.6,134,81,,,,,,,,Femenino,20.56247,-97.89679,152.0,282.0,No,No,Moderada,Medio,,,,,,,,
PUE-00262,,,,,,45,,,,,,,,,1.74,99.8,33.0,180,110,,,,,,,,Masculino,18.63583,-98.07317,106.0,130.0,No,No,Baja,Medio,,,,,,,,
PUE-00263,,,,,,81,,,,,,,,,1.73,70.2,23.5,168,110,,,,,,,,Masculino,18.64313,-98.08822,241.0,197.0,No,Si,Moderada,Medio,,,,,,,,
PUE-00264,,,,,,86,,,,,,,,,1.83,99.9,29.8,127,87,,,,,,,,Masculino,18.57323,-98.25859,128.0,189.0,No,No,Baja,Bajo,,,,,,,,
PUE-00265,,,,,,78,,,,,,,,,1.71,87.6,30.0,100,72,,,,,,,,Masculino,20.08038,-97.66049,177.0,162.0,No,No,Baja,Medio,,,,,,,,
PUE-00266,,,,,,65,,,,,,,,,1.63,67.9,25.6,97,60,,,,,,,,Masculino,20.1564,-97.90797,174.0,223.0,No,No,Baja,Bajo,,,,,,,,
PUE-00267,,,,,,36,,,,,,,,,1.79,99.7,31.1,167,100,,,,,,,,Masculino,18.06453,-98.13741,87.0,208.0,Si,No,Baja,Medio,,,,,,,,
PUE-00268,,,,,,21,,,,,,,,,1.67,79.3,28.4,102,62,,,,,,,,Masculino,18.62296,-97.17653,94.0,237.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00269,,,,,,52,,,,,,,,,1.52,68.4,29.6,175,110,,,,,,,,Femenino,19.91675,-97.63164,207.0,124.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00270,,,,,,81,,,,,,,,,1.65,70.2,25.8,123,80,,,,,,,,Femenino,19.05977,-98.43109,94.0,273.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00271,,,,,,66,,,,,,,,,1.64,61.7,22.9,154,100,,,,,,,,Masculino,18.20172,-98.25757,153.0,151.0,No,No,Alta,Bajo,,,,,,,,
PUE-00272,,,,,,34,,,,,,,,,1.58,82.0,32.8,164,106,,,,,,,,Femenino,18.97706,-97.43939,120.0,166.0,No,Si,Baja,Medio,,,,,,,,
PUE-00273,,,,,,61,,,,,,,,,1.55,65.1,27.1,99,62,,,,,,,,Femenino,18.9714,-98.44196,250.0,209.0,No,Si,Moderada,Bajo,,,,,,,,
PUE-00274,,,,,,47,,,,,,,,,1.63,46.1,17.4,165,99,,,,,,,,Femenino,20.06568,-97.28666,79.0,169.0,No,Si,Moderada,Bajo,,,,,,,,
PUE-00275,,,,,,63,,,,,,,,,1.77,89.5,28.6,178,110,,,,,,,,Masculino,18.77129,-98.71242,246.0,218.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00276,,,,,,23,,,,,,,,,1.63,65.4,24.6,125,79,,,,,,,,Femenino,18.45799,-97.83734,194.0,275.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00277,,,,,,54,,,,,,,,,1.51,70.4,30.9,93,68,,,,,,,,Femenino,18.19743,-97.28954,235.0,214.0,No,Si,Baja,Medio,,,,,,,,
PUE-00278,,,,,,41,,,,,,,,,1.59,74.5,29.5,110,81,,,,,,,,Femenino,18.34291,-97.24934,161.0,198.0,No,Si,Moderada,Bajo,,,,,,,,
PUE-00279,,,,,,63,,,,,,,,,1.63,96.3,36.2,150,102,,,,,,,,Masculino,18.33608,-97.25596,195.0,177.0,No,No,Baja,Medio,,,,,,,,
PUE-00280,,,,,,70,,,,,,,,,1.54,80.7,34.0,127,83,,,,,,,,Femenino,20.4922,-97.66895,182.0,287.0,No,No,Baja,Medio,,,,,,,,
PUE-00281,,,,,,77,,,,,,,,,1.52,91.6,39.6,165,110,,,,,,,,Femenino,20.07526,-97.96997,183.0,191.0,No,No,Alta,Medio,,,,,,,,
PUE-00282,,,,,,80,,,,,,,,,1.57,71.2,28.9,128,77,,,,,,,,Femenino,20.02547,-97.60115,115.0,293.0,Si,No,Moderada,Bajo,,,,,,,,
PUE-00283,,,,,,49,,,,,,,,,1.83,96.4,28.8,178,110,,,,,,,,Masculino,18.38962,-97.17092,139.0,193.0,Si,Si,Baja,Alto,,,,,,,,
PUE-00284,,,,,,50,,,,,,,,,1.7,98.5,34.1,143,94,,,,,,,,Masculino,18.72842,-97.43022,80.0,292.0,No,No,Alta,Medio,,,,,,,,
PUE-00285,,,,,,84,,,,,,,,,1.63,70.7,26.6,151,97,,,,,,,,Femenino,18.78655,-98.70253,152.0,257.0,No,No,Moderada,Medio,,,,,,,,
PUE-00286,,,,,,35,,,,,,,,,1.54,72.5,30.6,108,66,,,,,,,,Femenino,18.34303,-97.25898,213.0,221.0,No,Si,Moderada,Medio,,,,,,,,
PUE-00287,,,,,,42,,,,,,,,,1.65,87.7,32.2,91,67,,,,,,,,Masculino,18.58175,-97.1776,229.0,167.0,No,No,Baja,Medio,,,,,,,,
PUE-00288,,,,,,71,,,,,,,,,1.61,61.0,23.5,111,80,,,,,,,,Femenino,19.21925,-97.81012,199.0,147.0,No,No,Baja,Bajo,,,,,,,,
PUE-00289,,,,,,75,,,,,,,,,1.67,80.1,28.7,146,103,,,,,,,,Masculino,18.3629,-97.2968,127.0,233.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00290,,,,,,84,,,,,,,,,1.65,71.1,26.1,92,68,,,,,,,,Femenino,18.57985,-98.56473,154.0,139.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00291,,,,,,63,,,,,,,,,1.58,73.8,29.6,112,83,,,,,,,,Femenino,18.18518,-98.72045,235.0,207.0,No,No,Baja,Bajo,,,,,,,,
PUE-00292,,,,,,41,,,,,,,,,1.59,65.2,25.8,93,60,,,,,,,,Femenino,19.22222,-97.832,148.0,189.0,No,No,Baja,Bajo,,,,,,,,
PUE-00293,,,,,,49,,,,,,,,,1.47,70.1,32.4,117,84,,,,,,,,Femenino,20.26645,-97.94565,146.0,160.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00294,,,,,,64,,,,,,,,,1.72,73.2,24.7,167,110,,,,,,,,Masculino,20.19777,-98.01842,140.0,231.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00295,,,,,,40,,,,,,,,,1.63,70.7,26.6,159,108,,,,,,,,Femenino,18.92663,-97.83193,185.0,215.0,No,Si,Alta,Medio,,,,,,,,
PUE-00296,,,,,,83,,,,,,,,,1.77,87.1,27.8,159,98,,,,,,,,Masculino,18.53729,-97.76348,136.0,125.0,No,Si,Moderada,Medio,,,,,,,,
PUE-00297,,,,,,44,,,,,,,,,1.48,87.1,39.8,130,96,,,,,,,,Femenino,20.05297,-97.29693,84.0,258.0,Si,Si,Baja,Alto,,,,,,,,
PUE-00298,,,,,,19,,,,,,,,,1.63,52.6,19.8,126,81,,,,,,,,Femenino,18.32084,-97.46655,153.0,149.0,No,No,Alta,Bajo,,,,,,,,
PUE-00299,,,,,,34,,,,,,,,,1.56,67.6,27.8,96,65,,,,,,,,Femenino,18.20087,-98.26039,72.0,250.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00300,,,,,,50,,,,,,,,,1.64,88.0,32.7,166,100,,,,,,,,Masculino,18.49371,-98.79821,127.0,280.0,No,No,Baja,Alto,,,,,,,,
PUE-00301,,,,,,26,,,,,,,,,1.49,94.2,42.4,90,60,,,,,,,,Femenino,20.1501,-97.14995,96.0,173.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00302,,,,,,60,,,,,,,,,1.65,90.4,33.2,177,110,,,,,,,,Masculino,19.06998,-98.41217,212.0,294.0,Si,No,Baja,Alto,,,,,,,,
PUE-00303,,,,,,65,,,,,,,,,1.67,79.7,28.6,123,80,,,,,,,,Masculino,20.02768,-97.53194,72.0,129.0,No,No,Baja,Bajo,,,,,,,,
PUE-00304,,,,,,56,,,,,,,,,1.57,57.9,23.5,141,94,,,,,,,,Femenino,20.01763,-97.52409,225.0,138.0,No,Si,Baja,Medio,,,,,,,,
PUE-00305,,,,,,59,,,,,,,,,1.86,81.5,23.6,99,62,,,,,,,,Masculino,19.19534,-98.47287,244.0,128.0,Si,No,Baja,Medio,,,,,,,,
PUE-00306,,,,,,43,,,,,,,,,1.57,63.7,25.8,149,97,,,,,,,,Femenino,19.60293,-97.61032,134.0,254.0,No,No,Moderada,Medio,,,,,,,,
PUE-00307,,,,,,67,,,,,,,,,1.74,89.8,29.7,95,67,,,,,,,,Masculino,18.69055,-98.52192,250.0,180.0,No,No,Baja,Bajo,,,,,,,,
PUE-00308,,,,,,42,,,,,,,,,1.7,61.1,21.1,157,110,,,,,,,,Masculino,18.57212,-97.56138,217.0,133.0,No,No,Baja,Medio,,,,,,,,
PUE-00309,,,,,,41,,,,,,,,,1.44,57.1,27.5,161,107,,,,,,,,Femenino,20.09154,-97.95334,80.0,121.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00310,,,,,,30,,,,,,,,,1.55,85.7,35.7,137,96,,,,,,,,Femenino,19.16275,-98.41883,94.0,269.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00311,,,,,,77,,,,,,,,,1.82,74.4,22.5,168,110,,,,,,,,Masculino,19.33366,-98.57602,73.0,164.0,No,No,Baja,Bajo,,,,,,,,
PUE-00312,,,,,,24,,,,,,,,,1.59,68.4,27.1,134,95,,,,,,,,Femenino,18.28948,-98.60099,152.0,139.0,No,No,Alta,Bajo,,,,,,,,
PUE-00313,,,,,,74,,,,,,,,,1.63,56.4,21.2,101,60,,,,,,,,Femenino,19.2601,-97.12622,123.0,145.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00314,,,,,,53,,,,,,,,,1.64,56.7,21.1,159,110,,,,,,,,Femenino,19.15372,-98.41946,129.0,158.0,No,Si,Moderada,Medio,,,,,,,,
PUE-00315,,,,,,62,,,,,,,,,1.57,83.5,33.9,110,80,,,,,,,,Masculino,18.35851,-98.70541,225.0,270.0,No,No,Baja,Medio,,,,,,,,
PUE-00316,,,,,,37,,,,,,,,,1.54,58.6,24.7,180,110,,,,,,,,Femenino,20.06464,-97.65876,207.0,272.0,No,No,Baja,Medio,,,,,,,,
PUE-00317,,,,,,82,,,,,,,,,1.64,88.1,32.8,164,102,,,,,,,,Femenino,18.21667,-98.21707,233.0,235.0,Si,No,Baja,Alto,,,,,,,,
PUE-00318,,,,,,25,,,,,,,,,1.59,78.3,31.0,175,110,,,,,,,,Femenino,18.78281,-98.70365,149.0,300.0,No,No,Baja,Alto,,,,,,,,
PUE-00319,,,,,,33,,,,,,,,,1.7,89.0,30.8,125,87,,,,,,,,Masculino,20.11852,-97.73064,230.0,244.0,No,No,Baja,Medio,,,,,,,,
PUE-00320,,,,,,31,,,,,,,,,1.64,66.5,24.7,176,110,,,,,,,,Femenino,20.02042,-97.57705,128.0,258.0,No,No,Baja,Medio,,,,,,,,
PUE-00321,,,,,,32,,,,,,,,,1.53,66.8,28.5,112,79,,,,,,,,Femenino,18.63914,-98.63475,242.0,144.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00322,,,,,,83,,,,,,,,,1.54,75.3,31.8,144,99,,,,,,,,Femenino,19.87561,-97.43974,248.0,278.0,No,No,Baja,Alto,,,,,,,,
PUE-00323,,,,,,49,,,,,,,,,1.73,62.5,20.9,116,74,,,,,,,,Masculino,18.79742,-98.31941,115.0,293.0,No,No,Alta,Bajo,,,,,,,,
PUE-00324,,,,,,80,,,,,,,,,1.5,64.5,28.7,109,74,,,,,,,,Femenino,18.5998,-98.56824,210.0,274.0,No,No,Baja,Medio,,,,,,,,
PUE-00325,,,,,,68,,,,,,,,,1.57,48.2,19.6,104,70,,,,,,,,Femenino,20.02731,-97.73894,162.0,219.0,No,Si,Moderada,Bajo,,,,,,,,
PUE-00326,,,,,,42,,,,,,,,,1.68,86.8,30.8,131,88,,,,,,,,Masculino,18.82865,-98.04084,201.0,182.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00327,,,,,,75,,,,,,,,,1.7,75.9,26.3,93,63,,,,,,,,Masculino,18.20277,-97.94123,239.0,234.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00328,,,,,,80,,,,,,,,,1.57,68.5,27.8,118,70,,,,,,,,Femenino,17.97917,-97.92483,224.0,166.0,No,No,Baja,Bajo,,,,,,,,
PUE-00329,,,,,,79,,,,,,,,,1.58,81.5,32.6,144,92,,,,,,,,Masculino,18.81511,-98.33187,205.0,261.0,No,No,Moderada,Medio,,,,,,,,
PUE-00330,,,,,,39,,,,,,,,,1.58,87.1,34.9,164,108,,,,,,,,Femenino,20.45016,-97.93686,174.0,142.0,Si,Si,Baja,Alto,,,,,,,,
PUE-00331,,,,,,75,,,,,,,,,1.67,97.1,34.8,138,85,,,,,,,,Femenino,20.10087,-97.67078,115.0,135.0,No,No,Baja,Bajo,,,,,,,,
PUE-00332,,,,,,75,,,,,,,,,1.59,81.0,32.0,160,110,,,,,,,,Femenino,19.90941,-97.4217,205.0,267.0,Si,Si,Moderada,Alto,,,,,,,,
PUE-00333,,,,,,66,,,,,,,,,1.57,80.2,32.5,164,110,,,,,,,,Masculino,19.80393,-97.38663,95.0,250.0,No,No,Moderada,Medio,,,,,,,,
PUE-00334,,,,,,69,,,,,,,,,1.65,76.7,28.2,143,103,,,,,,,,Masculino,19.98744,-97.62087,70.0,125.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00335,,,,,,59,,,,,,,,,1.55,62.5,26.0,122,81,,,,,,,,Femenino,18.18454,-98.71952,181.0,148.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00336,,,,,,87,,,,,,,,,1.75,98.2,32.1,126,88,,,,,,,,Masculino,18.0663,-98.14044,159.0,123.0,No,Si,Baja,Medio,,,,,,,,
PUE-00337,,,,,,32,,,,,,,,,1.55,72.2,30.1,166,101,,,,,,,,Femenino,19.90486,-97.65247,108.0,233.0,No,No,Baja,Medio,,,,,,,,
PUE-00338,,,,,,71,,,,,,,,,1.63,82.7,31.1,96,60,,,,,,,,Masculino,18.5528,-97.34767,206.0,127.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00339,,,,,,77,,,,,,,,,1.67,80.7,28.9,113,68,,,,,,,,Masculino,20.15254,-97.90653,96.0,167.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00340,,,,,,25,,,,,,,,,1.74,89.0,29.4,144,107,,,,,,,,Masculino,20.0678,-97.60368,217.0,203.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00341,,,,,,70,,,,,,,,,1.55,52.1,21.7,100,68,,,,,,,,Femenino,19.23394,-97.76647,85.0,135.0,Si,No,Baja,Bajo,,,,,,,,
PUE-00342,,,,,,77,,,,,,,,,1.52,56.1,24.3,167,104,,,,,,,,Femenino,19.28212,-97.33443,136.0,166.0,Si,No,Baja,Medio,,,,,,,,
PUE-00343,,,,,,22,,,,,,,,,1.64,92.1,34.2,133,93,,,,,,,,Masculino,18.72445,-98.70053,91.0,150.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00344,,,,,,85,,,,,,,,,1.85,91.9,26.9,179,110,,,,,,,,Masculino,19.29346,-97.29438,142.0,215.0,No,No,Alta,Bajo,,,,,,,,
PUE-00345,,,,,,23,,,,,,,,,1.68,84.5,29.9,154,102,,,,,,,,Masculino,18.98512,-97.94275,189.0,241.0,No,No,Baja,Medio,,,,,,,,
PUE-00346,,,,,,64,,,,,,,,,1.56,62.0,25.5,95,70,,,,,,,,Femenino,19.82309,-97.36775,205.0,148.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00347,,,,,,72,,,,,,,,,1.72,110.3,37.3,120,84,,,,,,,,Masculino,18.32251,-97.01853,204.0,195.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00348,,,,,,57,,,,,,,,,1.49,70.7,31.8,132,92,,,,,,,,Femenino,19.46915,-97.69761,145.0,187.0,No,No,Moderada,Medio,,,,,,,,
PUE-00349,,,,,,69,,,,,,,,,1.56,71.0,29.2,101,62,,,,,,,,Femenino,20.093,-97.68414,70.0,238.0,Si,Si,Alta,Bajo,,,,,,,,
PUE-00350,,,,,,33,,,,,,,,,1.47,68.6,31.7,154,94,,,,,,,,Femenino,17.97345,-97.90828,209.0,290.0,No,No,Moderada,Medio,,,,,,,,
PUE-00351,,,,,,30,,,,,,,,,1.71,84.1,28.8,141,98,,,,,,,,Masculino,20.15811,-97.91939,83.0,153.0,No,Si,Moderada,Bajo,,,,,,,,
PUE-00352,,,,,,47,,,,,,,,,1.67,72.9,26.1,159,99,,,,,,,,Femenino,18.60723,-98.47023,216.0,125.0,Si,No,Baja,Medio,,,,,,,,
PUE-00353,,,,,,36,,,,,,,,,1.69,103.2,36.1,119,79,,,,,,,,Masculino,19.60473,-97.60112,88.0,168.0,No,Si,Baja,Medio,,,,,,,,
PUE-00354,,,,,,34,,,,,,,,,1.66,69.2,25.1,166,110,,,,,,,,Masculino,19.96,-97.68444,146.0,170.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00355,,,,,,80,,,,,,,,,1.55,84.6,35.2,165,108,,,,,,,,Femenino,18.33454,-97.02625,177.0,128.0,No,Si,Moderada,Medio,,,,,,,,
PUE-00356,,,,,,36,,,,,,,,,1.67,65.8,23.6,163,99,,,,,,,,Femenino,20.03306,-98.15868,143.0,252.0,Si,Si,Moderada,Alto,,,,,,,,
PUE-00357,,,,,,75,,,,,,,,,1.71,105.0,35.9,144,102,,,,,,,,Masculino,19.0637,-97.95745,180.0,229.0,No,Si,Baja,Alto,,,,,,,,
PUE-00358,,,,,,72,,,,,,,,,1.74,84.7,28.0,128,93,,,,,,,,Masculino,19.10507,-97.53786,194.0,135.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00359,,,,,,79,,,,,,,,,1.47,63.3,29.3,163,101,,,,,,,,Femenino,18.90018,-97.96378,162.0,203.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00360,,,,,,40,,,,,,,,,1.77,81.4,26.0,171,110,,,,,,,,Masculino,19.45332,-97.69011,225.0,247.0,No,Si,Alta,Medio,,,,,,,,
PUE-00361,,,,,,26,,,,,,,,,1.63,63.4,23.9,95,68,,,,,,,,Femenino,18.58028,-97.18096,212.0,282.0,No,Si,Baja,Medio,,,,,,,,
PUE-00362,,,,,,29,,,,,,,,,1.61,90.4,34.9,145,99,,,,,,,,Femenino,20.21058,-98.01162,132.0,257.0,No,Si,Baja,Alto,,,,,,,,
PUE-00363,,,,,,18,,,,,,,,,1.88,73.1,20.7,97,66,,,,,,,,Masculino,18.28825,-98.59533,92.0,294.0,No,No,Baja,Bajo,,,,,,,,
PUE-00364,,,,,,75,,,,,,,,,1.62,80.1,30.5,173,110,,,,,,,,Masculino,20.1662,-97.40366,240.0,211.0,No,Si,Moderada,Medio,,,,,,,,
PUE-00365,,,,,,18,,,,,,,,,1.67,66.9,24.0,144,97,,,,,,,,Masculino,19.9592,-97.58013,79.0,154.0,No,No,Alta,Bajo,,,,,,,,
PUE-00366,,,,,,51,,,,,,,,,1.42,74.9,37.1,105,76,,,,,,,,Femenino,19.82369,-97.81642,233.0,181.0,No,Si,Moderada,Medio,,,,,,,,
PUE-00367,,,,,,65,,,,,,,,,1.66,56.5,20.5,91,61,,,,,,,,Femenino,18.07211,-98.55341,246.0,152.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00368,,,,,,18,,,,,,,,,1.7,62.4,21.6,153,104,,,,,,,,Masculino,20.06354,-97.52487,211.0,262.0,Si,No,Baja,Alto,,,,,,,,
PUE-00369,,,,,,33,,,,,,,,,1.72,68.2,23.1,100,60,,,,,,,,Femenino,19.0324,-98.04264,165.0,204.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00370,,,,,,78,,,,,,,,,1.53,55.3,23.6,177,110,,,,,,,,Femenino,18.84156,-97.66943,103.0,225.0,No,No,Alta,Bajo,,,,,,,,
PUE-00371,,,,,,81,,,,,,,,,1.65,71.0,26.1,172,110,,,,,,,,Masculino,18.66548,-98.02133,164.0,282.0,No,No,Alta,Medio,,,,,,,,
PUE-00372,,,,,,80,,,,,,,,,1.55,86.4,36.0,93,60,,,,,,,,Femenino,18.03672,-98.57106,108.0,242.0,No,No,Alta,Bajo,,,,,,,,
PUE-00373,,,,,,86,,,,,,,,,1.6,77.3,30.2,92,67,,,,,,,,Masculino,19.0747,-98.26285,229.0,234.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00374,,,,,,39,,,,,,,,,1.76,104.2,33.6,104,72,,,,,,,,Masculino,20.13501,-97.1483,149.0,236.0,No,Si,Baja,Medio,,,,,,,,
PUE-00375,,,,,,84,,,,,,,,,1.6,84.2,32.9,157,110,,,,,,,,Masculino,18.05695,-98.13918,219.0,220.0,Si,Si,Alta,Alto,,,,,,,,
PUE-00376,,,,,,43,,,,,,,,,1.69,113.6,39.8,132,95,,,,,,,,Masculino,18.58383,-98.56959,169.0,257.0,Si,No,Alta,Alto,,,,,,,,
PUE-00377,,,,,,33,,,,,,,,,1.67,76.2,27.3,170,110,,,,,,,,Masculino,19.78049,-97.944,232.0,199.0,No,No,Alta,Bajo,,,,,,,,
PUE-00378,,,,,,68,,,,,,,,,1.66,76.2,27.7,98,66,,,,,,,,Masculino,18.88473,-97.7435,92.0,267.0,No,No,Moderada,Bajo,,,,,,,,
PUE-00379,,,,,,74,,,,,,,,,1.6,80.9,31.6,114,82,,,,,,,,Femenino,20.10834,-97.67557,94.0,255.0,No,No,Baja,Medio,,,,,,,,
PUE-00380,,,,,,46,,,,,,,,,1.55,72.1,30.0,154,103,,,,,,,,Femenino,18.55223,-97.33847,203.0,228.0,No,No,Baja,Medio,,,,,,,,
PUE-00381,,,,,,86,,,,,,,,,1.61,66.0,25.5,155,94,,,,,,,,Femenino,19.12174,-97.42457,159.0,214.0,Si,No,Moderada,Medio,,,,,,,,
PUE-00382,,,,,,64,,,,,,,,,1.71,80.7,27.6,144,100,,,,,,,,Masculino,18.34308,-97.25168,75.0,127.0,No,Si,Baja,Medio,,,,,,,,
PUE-00383,,,,,,79,,,,,,,,,1.65,83.6,30.7,134,95,,,,,,,,Masculino,20.06872,-97.60609,88.0,260.0,Si,No,Alta,Medio,,,,,,,,
PUE-00384,,,,,,86,,,,,,,,,1.7,77.3,26.7,122,75,,,,,,,,Masculino,18.39222,-97.15944,88.0,207.0,No,Si,Moderada,Bajo,,,,,,,,
