ID_Paciente,CURP,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Glucosa,Colesterol,Frecuencia_Cardiaca,Diabetes,Hipertension,Fumador,Actividad_Fisica,Antecedente_Familiar,Municipio,Region,Latitud,Longitud
PUE-04546,,,,,,76,Femenino,1.62,58.2,22.2,120,85,116.0,183.0,,,,No,Baja,No,,,18.79788,-98.32007
PUE-04547,,,,,,33,Masculino,1.63,54.5,20.5,93,68,84.0,280.0,,,,No,Moderada,Si,,,19.23992,-97.76795
PUE-04548,,,,,,23,Masculino,1.71,70.0,23.9,96,60,74.0,236.0,,,,No,Baja,No,,,20.15316,-97.91653
PUE-04549,,,,,,74,Masculino,1.68,95.7,33.9,92,67,138.0,295.0,,,,Si,Alta,No,,,18.1134,-98.23817
PUE-04550,,,,,,64,Femenino,1.52,71.3,30.9,114,73,71.0,158.0,,,,No,Moderada,No,,,20.15318,-97.15296
PUE-04551,,,,,,65,Masculino,1.76,82.8,26.7,123,77,183.0,259.0,,,,No,Baja,Si,,,18.52962,-97.75999
PUE-04552,,,,,,59,Femenino,1.6,92.2,36.0,122,74,107.0,258.0,,,,No,Baja,No,,,20.01097,-97.59304
PUE-04553,,,,,,77,Masculino,1.76,66.2,21.4,177,108,163.0,167.0,,,,Si,Alta,No,,,18.74466,-98.6416
PUE-04554,,,,,,21,Femenino,1.65,73.8,27.1,127,77,108.0,255.0,,,,Si,Moderada,Si,,,18.89162,-97.97809
PUE-04555,,,,,,19,Femenino,1.6,80.7,31.5,93,62,89.0,170.0,,,,No,Alta,No,,,19.0349,-98.28486
PUE-04556,,,,,,76,Femenino,1.6,40.5,15.8,137,95,217.0,255.0,,,,No,Moderada,Si,,,19.872,-97.57717
PUE-04557,,,,,,44,Femenino,1.51,62.5,27.4,163,102,98.0,220.0,,,,Si,Baja,No,,,18.90686,-97.81963
PUE-04558,,,,,,44,Femenino,1.55,100.1,41.7,178,110,232.0,247.0,,,,No,Alta,No,,,18.62107,-98.17786
PUE-04559,,,,,,89,Femenino,1.58,71.6,28.7,150,93,229.0,227.0,,,,No,Moderada,No,,,20.08204,-97.73283
PUE-04560,,,,,,24,Femenino,1.47,62.3,28.8,154,110,86.0,204.0,,,,No,Moderada,Si,,,18.21457,-98.22073
PUE-04561,,,,,,80,Femenino,1.62,72.0,27.4,170,105,185.0,187.0,,,,No,Baja,No,,,19.99308,-97.86528
PUE-04562,,,,,,63,Femenino,1.63,56.8,21.4,160,97,120.0,233.0,,,,No,Baja,No,,,18.25161,-96.99284
PUE-04563,,,,,,80,Femenino,1.55,88.9,37.0,167,101,205.0,190.0,,,,No,Baja,No,,,18.81509,-98.33728
PUE-04564,,,,,,29,Femenino,1.66,64.6,23.4,150,90,218.0,217.0,,,,No,Baja,No,,,20.09948,-97.95369
PUE-04565,,,,,,30,Femenino,1.65,51.1,18.8,90,61,220.0,228.0,,,,No,Moderada,No,,,18.45583,-97.82822
PUE-04566,,,,,,60,Masculino,1.7,77.5,26.8,95,60,184.0,283.0,,,,No,Baja,No,,,19.85429,-97.48783
PUE-04567,,,,,,34,Masculino,1.73,89.7,30.0,163,103,248.0,220.0,,,,No,Alta,Si,,,18.89767,-97.85435
PUE-04568,,,,,,80,Masculino,1.67,69.5,24.9,110,79,160.0,149.0,,,,No,Baja,No,,,19.97465,-97.63106
PUE-04569,,,,,,53,Femenino,1.49,53.2,24.0,156,110,75.0,209.0,,,,No,Moderada,Si,,,20.08454,-97.42069
PUE-04570,,,,,,25,Femenino,1.58,58.6,23.5,172,110,249.0,259.0,,,,No,Alta,Si,,,18.06264,-98.06512
PUE-04571,,,,,,86,Masculino,1.58,87.9,35.2,117,87,205.0,194.0,,,,No,Baja,No,,,19.87049,-97.5804
PUE-04572,,,,,,53,Femenino,1.54,78.6,33.1,155,108,168.0,148.0,,,,No,Baja,Si,,,19.83982,-97.40444
PUE-04573,,,,,,45,Femenino,1.61,75.6,29.2,116,86,138.0,122.0,,,,No,Moderada,Si,,,19.2229,-97.07154
PUE-04574,,,,,,64,Masculino,1.67,69.1,24.8,121,81,102.0,181.0,,,,No,Moderada,Si,,,19.10896,-97.69939
PUE-04575,,,,,,47,Femenino,1.49,64.8,29.2,101,72,229.0,130.0,,,,No,Baja,Si,,,18.54484,-98.53
PUE-04576,,,,,,40,Femenino,1.71,47.2,16.1,154,110,124.0,192.0,,,,No,Baja,No,,,18.40761,-97.71878
PUE-04577,,,,,,33,Masculino,1.76,88.1,28.4,135,95,102.0,237.0,,,,No,Baja,No,,,18.82725,-98.05984
PUE-04578,,,,,,31,Femenino,1.53,83.3,35.6,129,95,235.0,191.0,,,,No,Moderada,No,,,18.53592,-97.3394
PUE-04579,,,,,,88,Femenino,1.65,74.5,27.4,98,62,71.0,191.0,,,,Si,Baja,No,,,19.10973,-97.94068
PUE-04580,,,,,,69,Masculino,1.75,85.6,28.0,171,110,207.0,161.0,,,,Si,Moderada,Si,,,18.40166,-96.79117
PUE-04581,,,,,,54,Masculino,1.69,87.4,30.6,151,99,135.0,253.0,,,,Si,Baja,No,,,19.0684,-98.47571
PUE-04582,,,,,,46,Femenino,1.53,76.8,32.8,105,70,84.0,174.0,,,,No,Moderada,Si,,,19.78855,-97.33338
PUE-04583,,,,,,84,Masculino,1.72,105.3,35.6,157,110,185.0,125.0,,,,No,Moderada,No,,,18.25457,-96.99966
PUE-04584,,,,,,32,Masculino,1.63,78.2,29.4,129,94,130.0,140.0,,,,No,Moderada,Si,,,19.96954,-97.68702
PUE-04585,,,,,,64,Masculino,1.74,91.4,30.2,124,86,228.0,291.0,,,,No,Baja,Si,,,18.83829,-98.04913
PUE-04586,,,,,,63,Femenino,1.55,61.2,25.5,172,109,235.0,236.0,,,,Si,Alta,No,,,18.71444,-98.4554
PUE-04587,,,,,,69,Femenino,1.64,70.4,26.2,149,94,226.0,295.0,,,,No,Moderada,Si,,,19.22275,-97.0654
PUE-04588,,,,,,36,Femenino,1.7,73.4,25.4,159,110,190.0,206.0,,,,No,Alta,No,,,18.85754,-97.38097
PUE-04589,,,,,,38,Masculino,1.56,75.3,30.9,180,110,240.0,283.0,,,,No,Moderada,No,,,18.67605,-98.0229
PUE-04590,,,,,,81,Femenino,1.57,77.8,31.6,92,60,191.0,244.0,,,,No,Moderada,No,,,18.59263,-98.45775
PUE-04591,,,,,,54,Masculino,1.76,58.7,19.0,142,88,92.0,292.0,,,,No,Moderada,No,,,18.11781,-98.48502
PUE-04592,,,,,,44,Masculino,1.7,92.4,32.0,148,104,94.0,250.0,,,,No,Baja,No,,,19.10672,-97.96069
PUE-04593,,,,,,72,Masculino,1.79,73.7,23.0,125,90,225.0,131.0,,,,No,Baja,No,,,18.33958,-97.02758
PUE-04594,,,,,,46,Masculino,1.7,89.0,30.8,155,99,168.0,203.0,,,,No,Baja,No,,,19.92552,-97.79886
PUE-04595,,,,,,37,Femenino,1.68,48.2,17.1,126,83,163.0,138.0,,,,No,Alta,No,,,19.12251,-97.41061
PUE-04596,,,,,,42,Femenino,1.68,64.3,22.8,168,110,181.0,142.0,,,,Si,Alta,Si,,,19.97225,-97.5773
PUE-04597,,,,,,87,Masculino,1.74,96.3,31.8,176,110,152.0,243.0,,,,No,Alta,No,,,19.84293,-98.04244
PUE-04598,,,,,,80,Femenino,1.65,42.8,15.7,133,98,198.0,252.0,,,,No,Alta,No,,,20.01096,-97.80007
PUE-04599,,,,,,53,Femenino,1.65,65.0,23.9,153,94,178.0,170.0,,,,Si,Alta,Si,,,18.57655,-98.24785
PUE-04600,,,,,,19,Femenino,1.62,69.6,26.5,140,101,177.0,266.0,,,,No,Moderada,No,,,18.88388,-97.73105
PUE-04601,,,,,,39,Masculino,1.6,76.1,29.7,95,61,89.0,131.0,,,,Si,Baja,Si,,,20.12095,-97.80341
PUE-04602,,,,,,33,Femenino,1.55,74.5,31.0,158,110,98.0,211.0,,,,No,Moderada,No,,,20.15961,-97.91109
PUE-04603,,,,,,35,Masculino,1.62,83.6,31.9,110,70,205.0,284.0,,,,No,Baja,No,,,20.09263,-97.72827
PUE-04604,,,,,,86,Femenino,1.5,62.7,27.9,146,108,131.0,153.0,,,,No,Baja,No,,,18.7398,-98.17927
PUE-04605,,,,,,71,Masculino,1.65,93.8,34.5,117,71,211.0,199.0,,,,No,Moderada,No,,,19.2218,-98.51001
PUE-04606,,,,,,47,Femenino,1.62,60.0,22.9,174,110,235.0,182.0,,,,No,Baja,Si,,,20.11134,-97.62827
PUE-04607,,,,,,62,Masculino,1.9,87.4,24.2,113,83,200.0,236.0,,,,No,Baja,No,,,19.06896,-98.29937
PUE-04608,,,,,,36,Masculino,1.67,82.0,29.4,164,109,72.0,251.0,,,,No,Moderada,Si,,,18.40422,-96.77951
PUE-04609,,,,,,51,Femenino,1.59,72.8,28.8,152,110,124.0,230.0,,,,No,Baja,No,,,18.61017,-98.17357
PUE-04610,,,,,,30,Femenino,1.63,67.1,25.3,111,82,218.0,173.0,,,,No,Baja,No,,,19.01526,-98.34254
PUE-04611,,,,,,60,Femenino,1.57,53.8,21.8,123,75,232.0,125.0,,,,Si,Baja,No,,,18.48623,-97.255
PUE-04612,,,,,,79,Femenino,1.62,53.2,20.3,126,84,113.0,254.0,,,,No,Moderada,No,,,19.16671,-98.40175
PUE-04613,,,,,,39,Masculino,1.71,107.6,36.8,130,91,241.0,153.0,,,,Si,Baja,No,,,19.99728,-97.85121
PUE-04614,,,,,,69,Femenino,1.61,63.5,24.5,170,110,182.0,187.0,,,,No,Moderada,No,,,18.55572,-98.5383
PUE-04615,,,,,,69,Masculino,1.74,91.2,30.1,168,104,240.0,262.0,,,,No,Alta,No,,,18.57245,-97.18798
PUE-04616,,,,,,53,Masculino,1.71,50.8,17.4,132,90,238.0,132.0,,,,Si,Alta,No,,,18.90189,-97.87635
PUE-04617,,,,,,90,Femenino,1.46,64.5,30.3,111,69,224.0,156.0,,,,No,Alta,No,,,19.20726,-97.81627
PUE-04618,,,,,,36,Femenino,1.54,46.0,19.4,180,110,161.0,285.0,,,,No,Alta,No,,,20.02249,-97.58339
PUE-04619,,,,,,55,Femenino,1.47,61.7,28.6,104,66,225.0,278.0,,,,No,Baja,No,,,20.03545,-97.74755
PUE-04620,,,,,,87,Femenino,1.53,56.1,24.0,110,70,74.0,229.0,,,,No,Moderada,No,,,20.22755,-98.1261
PUE-04621,,,,,,74,Femenino,1.57,90.9,36.9,141,100,240.0,179.0,,,,Si,Moderada,No,,,18.84786,-97.38385
PUE-04622,,,,,,37,Masculino,1.78,95.9,30.3,93,67,108.0,132.0,,,,Si,Baja,Si,,,19.38342,-97.61639
PUE-04623,,,,,,26,Masculino,1.76,71.7,23.1,136,88,79.0,268.0,,,,No,Moderada,No,,,19.60517,-97.84497
PUE-04624,,,,,,49,Femenino,1.66,70.9,25.7,107,72,132.0,214.0,,,,No,Baja,Si,,,19.84772,-97.50171
PUE-04625,,,,,,21,Masculino,1.8,61.8,19.1,160,110,78.0,291.0,,,,No,Baja,Si,,,18.45875,-97.39412
PUE-04626,,,,,,67,Masculino,1.66,90.7,32.9,169,110,153.0,147.0,,,,No,Moderada,No,,,18.44427,-98.16754
PUE-04627,,,,,,22,Masculino,1.65,61.9,22.7,124,88,180.0,248.0,,,,No,Baja,No,,,18.56302,-97.16915
PUE-04628,,,,,,37,Femenino,1.57,93.4,37.9,165,108,98.0,257.0,,,,No,Baja,No,,,18.71495,-98.4531
PUE-04629,,,,,,54,Masculino,1.74,64.5,21.3,96,65,225.0,127.0,,,,No,Alta,No,,,18.81172,-98.4853
PUE-04630,,,,,,39,Femenino,1.57,62.0,25.2,130,80,208.0,186.0,,,,Si,Baja,No,,,20.2644,-98.19833
PUE-04631,,,,,,75,Femenino,1.61,71.5,27.6,99,73,168.0,239.0,,,,No,Moderada,Si,,,18.22186,-97.81827
PUE-04632,,,,,,85,Masculino,1.65,78.0,28.7,151,106,84.0,186.0,,,,Si,Baja,No,,,18.37734,-97.15515
PUE-04633,,,,,,61,Femenino,1.59,65.5,25.9,154,101,221.0,274.0,,,,No,Alta,No,,,19.28026,-97.34659
PUE-04634,,,,,,51,Femenino,1.68,73.7,26.1,101,66,104.0,137.0,,,,No,Moderada,No,,,20.02832,-98.15615
PUE-04635,,,,,,59,Femenino,1.64,80.8,30.0,180,110,130.0,154.0,,,,No,Moderada,No,,,19.02476,-98.34693
PUE-04636,,,,,,26,Femenino,1.48,89.2,40.7,117,78,89.0,244.0,,,,No,Moderada,Si,,,18.6292,-98.07038
PUE-04637,,,,,,24,Masculino,1.69,81.1,28.4,147,103,127.0,163.0,,,,No,Alta,No,,,19.03095,-98.33959
PUE-04638,,,,,,85,Femenino,1.61,87.9,33.9,145,107,169.0,217.0,,,,Si,Baja,No,,,18.84939,-97.36774
PUE-04639,,,,,,36,Masculino,1.74,63.6,21.0,107,74,236.0,255.0,,,,Si,Moderada,No,,,18.47188,-98.79727
PUE-04640,,,,,,48,Femenino,1.48,71.3,32.6,154,107,217.0,246.0,,,,Si,Baja,No,,,19.05432,-98.3094
PUE-04641,,,,,,52,Femenino,1.47,57.1,26.4,146,104,155.0,204.0,,,,No,Alta,Si,,,20.1014,-97.72328
PUE-04642,,,,,,74,Femenino,1.57,63.8,25.9,139,94,157.0,293.0,,,,No,Baja,No,,,18.06473,-98.13905
PUE-04643,,,,,,78,Masculino,1.69,84.7,29.7,176,106,211.0,162.0,,,,Si,Baja,No,,,20.13239,-97.73167
PUE-04644,,,,,,48,Masculino,1.77,67.8,21.6,170,110,233.0,165.0,,,,No,Moderada,Si,,,18.12167,-98.09457
PUE-04645,,,,,,70,Masculino,1.77,97.3,31.1,134,88,210.0,159.0,,,,No,Moderada,No,,,17.9737,-97.91967
PUE-04646,,,,,,49,Masculino,1.81,105.7,32.3,151,110,70.0,175.0,,,,No,Moderada,No,,,20.10539,-97.68279
PUE-04647,,,,,,83,Masculino,1.77,65.3,20.8,154,101,183.0,274.0,,,,No,Baja,No,,,19.06511,-98.2936
PUE-04648,,,,,,76,Femenino,1.61,69.4,26.8,144,100,160.0,267.0,,,,No,Moderada,Si,,,19.13528,-97.65181
PUE-04649,,,,,,27,Masculino,1.72,87.0,29.4,127,84,82.0,176.0,,,,Si,Baja,No,,,18.45944,-97.82261
PUE-04650,,,,,,19,Femenino,1.58,53.5,21.4,93,60,232.0,131.0,,,,No,Alta,Si,,,19.59344,-97.59506
PUE-04651,,,,,,83,Masculino,1.74,78.8,26.0,104,76,205.0,142.0,,,,No,Moderada,Si,,,18.89054,-97.96127
PUE-04652,,,,,,77,Femenino,1.56,75.6,31.1,110,76,87.0,131.0,,,,Si,Baja,No,,,18.90563,-97.97304
PUE-04653,,,,,,34,Femenino,1.59,80.4,31.8,110,73,231.0,236.0,,,,Si,Alta,No,,,18.06996,-98.5447
PUE-04654,,,,,,33,Femenino,1.6,53.4,20.9,140,87,121.0,227.0,,,,No,Baja,No,,,19.2915,-98.42713
PUE-04655,,,,,,33,Femenino,1.54,88.6,37.4,175,110,139.0,291.0,,,,No,Alta,No,,,18.76711,-98.4121
PUE-04656,,,,,,63,Masculino,1.76,97.5,31.5,167,110,127.0,158.0,,,,Si,Moderada,No,,,20.20587,-97.79801
PUE-04657,,,,,,56,Femenino,1.5,53.3,23.7,124,82,96.0,161.0,,,,No,Moderada,No,,,19.00991,-97.68463
PUE-04658,,,,,,48,Masculino,1.66,68.2,24.7,93,60,215.0,167.0,,,,No,Baja,No,,,18.83562,-97.89684
PUE-04659,,,,,,18,Masculino,1.75,64.1,20.9,121,73,126.0,210.0,,,,No,Moderada,No,,,20.12287,-97.63101
PUE-04660,,,,,,28,Femenino,1.65,70.0,25.7,101,62,193.0,207.0,,,,No,Baja,No,,,19.83559,-97.40738
PUE-04661,,,,,,21,Femenino,1.63,64.5,24.3,143,97,183.0,186.0,,,,No,Moderada,No,,,18.36201,-98.70714
PUE-04662,,,,,,88,Femenino,1.65,56.0,20.6,119,85,78.0,154.0,,,,No,Baja,No,,,18.9708,-97.91184
PUE-04663,,,,,,43,Masculino,1.66,63.2,22.9,98,64,148.0,216.0,,,,No,Baja,Si,,,18.6723,-98.04587
PUE-04664,,,,,,67,Masculino,1.75,86.4,28.2,108,71,220.0,156.0,,,,No,Moderada,No,,,19.04734,-98.20648
PUE-04665,,,,,,29,Masculino,1.58,59.1,23.7,169,110,128.0,287.0,,,,Si,Alta,No,,,18.56169,-98.5409
PUE-04666,,,,,,82,Masculino,1.59,86.6,34.3,119,71,91.0,135.0,,,,Si,Moderada,Si,,,19.25869,-97.53472
PUE-04667,,,,,,64,Masculino,1.65,70.4,25.9,154,96,247.0,295.0,,,,Si,Moderada,No,,,18.57517,-98.25707
PUE-04668,,,,,,70,Masculino,1.75,98.8,32.3,134,90,220.0,137.0,,,,Si,Baja,No,,,18.04947,-97.97542
PUE-04669,,,,,,88,Masculino,1.7,73.6,25.5,112,71,153.0,265.0,,,,No,Baja,No,,,18.17396,-97.48011
PUE-04670,,,,,,19,Femenino,1.62,60.6,23.1,165,110,249.0,261.0,,,,No,Baja,No,,,20.03128,-98.14658
PUE-04671,,,,,,41,Masculino,1.63,71.5,26.9,94,60,76.0,246.0,,,,Si,Baja,Si,,,18.57371,-98.07337
PUE-04672,,,,,,21,Femenino,1.61,64.5,24.9,173,110,186.0,195.0,,,,No,Alta,No,,,20.02935,-97.7667
PUE-04673,,,,,,36,Masculino,1.8,83.2,25.7,156,110,214.0,161.0,,,,No,Baja,No,,,19.76862,-97.66079
PUE-04674,,,,,,43,Femenino,1.73,76.9,25.7,155,108,200.0,121.0,,,,Si,Baja,Si,,,19.79436,-97.3324
PUE-04675,,,,,,57,Masculino,1.62,81.4,31.0,132,89,204.0,172.0,,,,No,Alta,Si,,,19.86261,-97.44855
PUE-04676,,,,,,67,Masculino,1.56,64.2,26.4,173,110,238.0,179.0,,,,No,Alta,No,,,18.19251,-98.70376
PUE-04677,,,,,,60,Femenino,1.72,70.0,23.7,91,63,220.0,154.0,,,,Si,Moderada,Si,,,20.04334,-97.73918
PUE-04678,,,,,,84,Masculino,1.63,65.1,24.5,137,98,106.0,280.0,,,,No,Baja,Si,,,20.45137,-97.93776
PUE-04679,,,,,,29,Femenino,1.41,85.5,43.0,147,106,137.0,160.0,,,,No,Moderada,No,,,18.38938,-97.16172
PUE-04680,,,,,,84,Masculino,1.7,74.1,25.6,129,84,175.0,208.0,,,,Si,Baja,No,,,18.85963,-97.65924
PUE-04681,,,,,,44,Femenino,1.56,48.4,19.9,142,89,87.0,123.0,,,,No,Moderada,Si,,,18.28742,-98.59001
PUE-04682,,,,,,71,Masculino,1.69,66.1,23.1,148,96,232.0,140.0,,,,No,Baja,No,,,19.25515,-97.53496
PUE-04683,,,,,,83,Masculino,1.67,87.1,31.2,157,94,92.0,231.0,,,,No,Baja,No,,,19.28483,-98.44368
PUE-04684,,,,,,66,Femenino,1.49,76.6,34.5,152,100,164.0,251.0,,,,No,Baja,No,,,20.05082,-97.79305
PUE-04685,,,,,,33,Masculino,1.68,89.1,31.6,125,80,204.0,214.0,,,,No,Moderada,No,,,18.59973,-98.56403
PUE-04686,,,,,,19,Femenino,1.67,71.5,25.6,129,92,145.0,175.0,,,,No,Baja,No,,,18.61479,-98.18199
PUE-04687,,,,,,77,Masculino,1.71,90.5,30.9,95,66,246.0,123.0,,,,No,Baja,Si,,,18.61023,-98.37958
PUE-04688,,,,,,71,Femenino,1.57,91.9,37.3,103,62,209.0,251.0,,,,No,Moderada,No,,,18.62773,-98.62045
PUE-04689,,,,,,47,Masculino,1.78,72.3,22.8,168,104,84.0,122.0,,,,No,Baja,No,,,18.37734,-97.27972
PUE-04690,,,,,,55,Femenino,1.68,83.5,29.6,122,83,199.0,174.0,,,,No,Baja,Si,,,19.77606,-97.95086
PUE-04691,,,,,,45,Femenino,1.52,65.0,28.1,108,74,191.0,202.0,,,,No,Baja,No,,,20.25579,-97.87819
PUE-04692,,,,,,42,Masculino,1.68,73.6,26.1,165,110,244.0,221.0,,,,No,Moderada,No,,,17.97295,-97.91163
PUE-04693,,,,,,27,Masculino,1.7,95.1,32.9,132,98,125.0,151.0,,,,No,Alta,No,,,18.62549,-98.08425
PUE-04694,,,,,,77,Masculino,1.71,80.3,27.5,143,100,166.0,243.0,,,,No,Alta,No,,,20.14513,-97.91179
PUE-04695,,,,,,59,Femenino,1.53,45.1,19.3,162,110,83.0,177.0,,,,No,Moderada,No,,,18.63014,-98.08138
PUE-04696,,,,,,57,Masculino,1.7,124.6,43.1,172,110,224.0,281.0,,,,No,Alta,No,,,19.22133,-97.82763
PUE-04697,,,,,,59,Masculino,1.66,105.1,38.1,150,106,201.0,129.0,,,,No,Baja,No,,,18.42746,-98.16953
PUE-04698,,,,,,64,Masculino,1.79,81.8,25.5,102,75,235.0,151.0,,,,No,Moderada,Si,,,20.74313,-97.85039
PUE-04699,,,,,,54,Masculino,1.79,74.2,23.2,131,86,173.0,124.0,,,,Si,Moderada,No,,,19.2332,-98.50573
PUE-04700,,,,,,39,Femenino,1.62,89.9,34.3,107,73,199.0,276.0,,,,No,Baja,Si,,,18.78118,-98.71854
PUE-04701,,,,,,74,Femenino,1.54,92.0,38.8,161,101,73.0,254.0,,,,Si,Baja,No,,,18.97033,-98.29864
PUE-04702,,,,,,44,Femenino,1.61,71.9,27.7,175,110,221.0,262.0,,,,No,Alta,No,,,19.1433,-98.45379
PUE-04703,,,,,,58,Femenino,1.59,54.1,21.4,154,108,206.0,121.0,,,,Si,Moderada,No,,,20.05184,-97.29306
PUE-04704,,,,,,51,Femenino,1.51,53.0,23.2,137,89,216.0,129.0,,,,No,Baja,No,,,18.60236,-98.55889
PUE-04705,,,,,,49,Masculino,1.64,86.0,32.0,173,110,238.0,258.0,,,,No,Moderada,No,,,18.20308,-97.29683
PUE-04706,,,,,,83,Masculino,1.76,81.5,26.3,125,93,197.0,172.0,,,,Si,Moderada,No,,,19.07264,-98.26174
PUE-04707,,,,,,29,Femenino,1.64,85.3,31.7,176,110,161.0,175.0,,,,No,Alta,No,,,19.08596,-98.27214
PUE-04708,,,,,,57,Femenino,1.48,65.9,30.1,170,106,146.0,159.0,,,,No,Moderada,No,,,18.66379,-98.0207
PUE-04709,,,,,,90,Femenino,1.55,75.4,31.4,134,97,147.0,195.0,,,,Si,Moderada,No,,,19.05998,-98.49476
PUE-04710,,,,,,90,Masculino,1.72,57.0,19.3,99,68,247.0,211.0,,,,No,Alta,No,,,18.21189,-97.29657
PUE-04711,,,,,,27,Masculino,1.76,81.7,26.4,98,71,183.0,233.0,,,,Si,Moderada,No,,,19.31245,-98.48571
PUE-04712,,,,,,65,Masculino,1.52,106.0,45.9,135,88,143.0,201.0,,,,No,Alta,No,,,18.60327,-98.46294
PUE-04713,,,,,,37,Femenino,1.6,56.2,22.0,106,72,194.0,274.0,,,,No,Moderada,No,,,19.26248,-97.12997
PUE-04714,,,,,,56,Femenino,1.56,65.5,26.9,156,107,145.0,250.0,,,,No,Moderada,Si,,,19.8451,-97.50617
PUE-04715,,,,,,77,Femenino,1.59,70.8,28.0,122,76,153.0,286.0,,,,No,Moderada,Si,,,19.5994,-97.59966
PUE-04716,,,,,,83,Masculino,1.79,88.6,27.7,154,110,145.0,141.0,,,,Si,Moderada,No,,,18.50881,-98.57048
PUE-04717,,,,,,82,Femenino,1.56,70.4,28.9,109,76,209.0,285.0,,,,No,Baja,No,,,19.12019,-98.312
PUE-04718,,,,,,68,Masculino,1.66,80.0,29.0,155,108,236.0,135.0,,,,Si,Alta,No,,,20.11048,-97.7323
PUE-04719,,,,,,53,Masculino,1.58,87.4,35.0,105,67,226.0,243.0,,,,No,Baja,No,,,19.98914,-97.61053
PUE-04720,,,,,,41,Femenino,1.53,84.0,35.9,162,110,136.0,188.0,,,,No,Baja,Si,,,18.67338,-98.01224
PUE-04721,,,,,,44,Masculino,1.77,98.5,31.4,103,74,140.0,247.0,,,,No,Moderada,No,,,18.73904,-97.4299
PUE-04722,,,,,,19,Masculino,1.79,81.1,25.3,90,64,146.0,205.0,,,,No,Moderada,No,,,18.31927,-98.99871
PUE-04723,,,,,,48,Femenino,1.49,84.8,38.2,124,91,144.0,136.0,,,,No,Baja,No,,,18.30661,-98.61184
PUE-04724,,,,,,74,Femenino,1.54,84.4,35.6,171,106,222.0,194.0,,,,No,Alta,No,,,18.80675,-98.31963
PUE-04725,,,,,,83,Masculino,1.73,75.0,25.1,90,60,185.0,291.0,,,,No,Baja,No,,,18.6806,-98.52878
PUE-04726,,,,,,46,Femenino,1.5,70.9,31.5,132,93,153.0,163.0,,,,Si,Baja,No,,,19.84989,-97.43015
PUE-04727,,,,,,32,Masculino,1.7,96.4,33.4,158,110,118.0,160.0,,,,No,Baja,No,,,18.07818,-98.32983
PUE-04728,,,,,,29,Femenino,1.59,53.2,21.0,164,110,132.0,223.0,,,,Si,Alta,No,,,17.99128,-97.92075
PUE-04729,,,,,,45,Femenino,1.62,70.4,26.8,177,109,96.0,122.0,,,,No,Moderada,Si,,,20.17926,-98.0621
PUE-04730,,,,,,41,Femenino,1.52,61.8,26.7,144,99,174.0,210.0,,,,Si,Baja,Si,,,18.21995,-97.82219
PUE-04731,,,,,,38,Femenino,1.53,63.8,27.3,105,74,127.0,228.0,,,,No,Moderada,Si,,,19.16534,-98.31871
PUE-04732,,,,,,27,Masculino,1.75,94.9,31.0,156,96,191.0,132.0,,,,No,Moderada,No,,,18.84933,-97.88971
PUE-04733,,,,,,35,Masculino,1.69,77.7,27.2,152,92,191.0,298.0,,,,Si,Alta,No,,,18.80701,-98.47924
PUE-04734,,,,,,31,Masculino,1.73,82.4,27.5,161,102,78.0,265.0,,,,No,Alta,No,,,20.06391,-97.29984
PUE-04735,,,,,,51,Masculino,1.77,84.6,27.0,111,68,198.0,159.0,,,,No,Baja,Si,,,18.33942,-97.47253
PUE-04736,,,,,,75,Femenino,1.57,66.0,26.8,145,90,145.0,216.0,,,,No,Moderada,No,,,18.96967,-97.77158
PUE-04737,,,,,,39,Masculino,1.81,85.6,26.1,141,88,161.0,239.0,,,,No,Baja,Si,,,20.12235,-97.61743
PUE-04738,,,,,,87,Masculino,1.83,83.6,25.0,170,110,221.0,257.0,,,,No,Baja,Si,,,20.27458,-97.96068
PUE-04739,,,,,,53,Masculino,1.58,70.6,28.3,116,72,88.0,288.0,,,,No,Baja,Si,,,18.51356,-97.91895
PUE-04740,,,,,,62,Femenino,1.49,61.7,27.8,153,105,191.0,163.0,,,,No,Moderada,No,,,19.06886,-97.97493
PUE-04741,,,,,,53,Masculino,1.84,62.3,18.4,134,86,211.0,212.0,,,,No,Moderada,No,,,18.52583,-97.93148
PUE-04742,,,,,,39,Femenino,1.54,72.9,30.7,156,100,211.0,255.0,,,,No,Moderada,Si,,,19.08109,-97.50953
PUE-04743,,,,,,78,Masculino,1.62,102.0,38.9,115,85,149.0,283.0,,,,Si,Baja,No,,,20.09658,-97.72453
PUE-04744,,,,,,73,Masculino,1.76,91.3,29.5,102,73,157.0,261.0,,,,Si,Moderada,No,,,19.0714,-98.47722
PUE-04745,,,,,,50,Masculino,1.73,70.8,23.7,170,110,229.0,148.0,,,,Si,Alta,No,,,19.81875,-97.79949
PUE-04746,,,,,,62,Femenino,1.55,77.5,32.3,119,79,75.0,254.0,,,,Si,Baja,Si,,,19.28741,-97.30446
PUE-04747,,,,,,53,Femenino,1.56,70.2,28.8,167,103,182.0,289.0,,,,No,Moderada,No,,,18.72203,-98.70999
PUE-04748,,,,,,37,Femenino,1.57,65.6,26.6,119,86,163.0,149.0,,,,No,Moderada,Si,,,18.47439,-98.79465
