ID_Paciente,UUID,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,CURP,RFC,Estado,Región_Socioeconómica,Municipio,Afiliación_Salud,Tipo_Sangre,Estatura_cm,Peso_kg,IMC,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Temperatura_C,CIE10_Diagnostico,Diagnostico_Principal,Especialidad_Destino,Fecha_Ultima_Consulta,Costo_Consulta_MXN
PUE-003118,97DF9EBC,Rafael,Gutiérrez,López,1962-03-08,64,Masculino,GULR620308HPLTÓFA4,GULR620308624,Puebla,Región IV: San Pedro Cholula,Huejotzingo,IMSS-Bienestar,A+,168.3,61.3,21.6,116,75,81,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-21,18
PUE-003119,E355E9F4,Teresa,Vázquez,Morales,1967-05-27,59,Femenino,VUMT670527MPLÁRRA6,VUMT670527D83,Puebla,Región V: Puebla,Santa Clara Ocoyucan,ISSSTE,O+,154.9,59.3,24.7,139,99,79,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-10,33
PUE-003120,95113B13,Ana Luisa,Jiménez,Vázquez,1990-03-09,36,Femenino,JIVA900309MPLMÁNA9,JIVA900309P86,Puebla,Región II: Teziutlán,Teziutlán,ISSSTE,A+,147.7,51.1,23.4,157,101,71,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-11-05,13
PUE-003121,D80CCB73,Juana,Jiménez,Gómez,1965-05-02,61,Femenino,JIGJ650502MPLMÓNA4,JIGJ650502T69,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,IMSS,O+,153.5,56.6,24.0,124,72,103,37.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-16,30
PUE-003122,16813049,Gabriela Carmen,López,Gómez,1969-02-21,57,Femenino,LEGG690221MPLÓÓBA3,LEGG690221157,Puebla,Región V: Puebla,Santa Clara Ocoyucan,IMSS-Bienestar,O+,149.5,53.4,23.9,110,80,74,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-11,2
PUE-003123,A268E548,Jorge José,Rodríguez,Castro,1963-08-29,62,Masculino,ROCJ630829HPLDSRA9,ROCJ630829E82,Puebla,Región IV: San Pedro Cholula,Calpan,ISSSTE,O+,164.5,89.4,33.0,125,72,85,36.6,N39.0,Infección de Vías Urinarias,Medicina General,2025-11-05,15
PUE-003124,95B79A83,Leticia Juana,Pérez,Morales,1958-03-31,68,Femenino,PEML580331MPLÉRTA7,PEML580331860,Puebla,Región II: Teziutlán,Tlatlauquitepec,IMSS,O+,151.8,75.2,32.6,110,78,65,36.2,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-12-15,31
PUE-003125,0418A312,Rosa,Jiménez,Sánchez,1984-12-14,41,Femenino,JISR841214MPLMÁSA4,JISR841214C46,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,No derechohabiente,A+,154.5,56.9,23.8,114,71,84,36.8,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-09-03,737
PUE-003126,CA2209DA,Fernando Francisco,Jiménez,Vázquez,1988-06-12,38,Masculino,JIVF880612HPLMÁRA9,JIVF880612742,Puebla,Región I: Huauchinango,Xicotepec,IMSS-Bienestar,O+,169.1,81.3,28.4,119,72,73,36.8,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-06-17,21
PUE-003127,07E52872,Sofia Ana,Martínez,Gutiérrez,1985-04-12,41,Femenino,MAGS850412MPLRTFA3,MAGS850412632,Puebla,Región II: Teziutlán,Zacapoaxtla,ISSSTE,O+,146.0,64.4,30.2,115,76,95,38.8,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-18,39
PUE-003128,190EBDD4,Luis Alejandro,Hernández,Jiménez,1982-07-07,43,Masculino,HEJL820707HPLRMSA9,HEJL820707983,Puebla,Región VI: Izúcar de Matamoros,Chiautla,IMSS-Bienestar,O+,170.3,60.4,20.8,155,105,70,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-10-21,7
PUE-003129,5C74E6CE,Luis Rafael,Jiménez,López,1967-04-03,59,Masculino,JILL670403HPLMÓSA1,JILL670403824,Puebla,Región VI: Izúcar de Matamoros,Chietla,ISSSTEP,O+,169.1,65.2,22.8,124,85,72,36.5,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-01-02,12
PUE-003130,8E4FC818,Elena Sofia,Torres,Gutiérrez,1950-02-07,76,Femenino,TOGE500207MPLRTLA7,TOGE500207W99,Puebla,Región III: Ciudad Serdán,Aljojuca,ISSSTE,O+,149.7,66.2,29.5,120,76,86,38.7,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-05-10,7
PUE-003131,FB6B002E,Jorge Manuel,Sánchez,Rodríguez,1978-10-06,47,Masculino,SERJ781006HPLÁDRA1,SERJ781006833,Puebla,Región I: Huauchinango,Chiconcuautla,IMSS,O+,173.2,68.4,22.8,124,71,80,36.3,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-07-03,9
PUE-003132,03D92DB8,Juan Manuel,Jiménez,Gutiérrez,2017-04-28,9,Masculino,JIGJ170428HPLMTNA0,JIGJ170428836,Puebla,Región V: Puebla,Santa Clara Ocoyucan,IMSS,O+,91.6,34.5,41.1,111,73,105,37.7,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-01,3
PUE-003133,2563B5FF,Verónica,Jiménez,González,1982-11-26,43,Femenino,JIGV821126MPLMNRA1,JIGV821126Q44,Puebla,Región III: Ciudad Serdán,Aljojuca,Particular,A+,153.4,59.7,25.4,113,77,69,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-09-06,731
PUE-003134,F9877622,Miguel Francisco,García,Vázquez,2001-05-04,25,Masculino,GAVM010504HPLRÁGA1,GAVM010504A97,Puebla,Región V: Puebla,Cuautinchán,IMSS-Bienestar,O-,168.8,79.3,27.8,119,81,79,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-29,1
PUE-003135,574CC873,Sofia Guadalupe,Cruz,Martínez,2012-06-11,14,Femenino,CUMS120611MPLRRFA2,CUMS120611F61,Puebla,Región VI: Izúcar de Matamoros,Huaquechula,Particular,O+,159.8,82.3,32.2,120,71,78,36.8,N39.0,Infección de Vías Urinarias,Medicina General,2026-01-26,496
PUE-003136,56076B9A,Carmen Guadalupe,Gómez,Gutiérrez,1965-07-31,60,Femenino,GEGC650731MPLÓTRA6,GEGC650731S85,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS-Bienestar,O+,155.6,69.4,28.7,121,84,76,36.9,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-04-30,38
PUE-003137,19E99BC4,Patricia,González,Gutiérrez,1976-08-11,49,Femenino,GOGP760811MPLNTTA9,GOGP760811B73,Puebla,Región III: Ciudad Serdán,Esperanza,IMSS-Bienestar,O+,168.1,42.5,15.0,113,70,68,36.2,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-09-13,23
PUE-003138,16B98272,Guadalupe,Torres,Vázquez,1988-08-27,37,Femenino,TOVG880827MPLRÁDA7,TOVG880827S72,Puebla,Región I: Huauchinango,Pahuatlán,IMSS,A+,151.1,59.3,26.0,117,78,94,38.2,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-08-16,3
PUE-003139,478F9DA2,Miguel,Martínez,González,1970-04-24,56,Masculino,MAGM700424HPLRNGA6,MAGM700424543,Puebla,Región II: Teziutlán,Zacapoaxtla,Particular,O+,169.3,85.0,29.7,113,83,78,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-03,430
PUE-003140,13578C50,Rafael Rafael,Ramírez,Vázquez,2000-06-27,26,Masculino,RAVR000627HPLMÁFA7,RAVR000627880,Puebla,Región VII: Tehuacán,Yehualtepec,ISSSTE,B+,173.3,79.7,26.5,163,96,84,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-28,24
PUE-003141,D88CA955,Ricardo Carlos,Martínez,González,1989-11-18,36,Masculino,MAGR891118HPLRNCA1,MAGR891118O83,Puebla,Región I: Huauchinango,Juan Galindo,IMSS,A+,168.5,86.2,30.4,110,79,91,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-10-22,24
PUE-003142,144B7328,Teresa Elena,Díaz,Rodríguez,1973-10-23,52,Femenino,DART731023MPLÍDRA3,DART731023E12,Puebla,Región V: Puebla,Amozoc,IMSS-Bienestar,O+,160.3,58.8,22.9,110,84,76,36.9,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-10-15,36
PUE-003143,A2847E7C,Alejandro Jorge,Morales,Díaz,1987-09-20,38,Masculino,MODA870920HPLRÍLA1,MODA870920S31,Puebla,Región II: Teziutlán,Chignautla,IMSS,O+,164.0,88.3,32.8,112,82,65,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-28,32
PUE-003144,9663E7CB,José Fernando,Hernández,Pérez,1994-09-08,31,Masculino,HEPJ940908HPLRÉSA8,HEPJ940908319,Puebla,Región VI: Izúcar de Matamoros,Chietla,IMSS-Bienestar,O+,165.8,75.4,27.4,124,73,88,37.6,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-04-07,15
PUE-003145,E663D9F5,Alejandro Francisco,Cruz,López,2014-09-21,11,Masculino,CULA140921HPLRÓLA6,CULA140921570,Puebla,Región I: Huauchinango,Pahuatlán,ISSSTEP,O+,142.4,19.3,9.5,113,75,79,36.9,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-27,0
PUE-003146,B02B1F65,Alejandro,Cruz,García,1999-02-03,27,Masculino,CUGA990203HPLRRLA6,CUGA990203062,Puebla,Región III: Ciudad Serdán,Esperanza,IMSS-Bienestar,O+,161.2,76.3,29.4,112,73,96,38.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-12-06,11
PUE-003147,296C0A87,Carmen Carmen,Pérez,García,1990-05-14,36,Femenino,PEGC900514MPLÉRRA9,PEGC900514J95,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS-Bienestar,O+,155.5,62.5,25.8,138,104,74,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-01-06,37
PUE-003148,4BE886A8,Gabriela Leticia,Torres,Gómez,1970-01-20,56,Femenino,TOGG700120MPLRÓBA2,TOGG700120542,Puebla,Región I: Huauchinango,Xicotepec,Particular,A+,155.7,68.9,28.4,125,77,80,36.3,J45,Asma Bronquial,Neumología / Pediatría,2026-06-17,889
PUE-003149,700874F3,Juana,Gutiérrez,Martínez,1974-06-29,52,Femenino,GUMJ740629MPLTRNA9,GUMJ740629Y75,Puebla,Región I: Huauchinango,Juan Galindo,IMSS,B+,149.1,35.8,16.1,140,100,83,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-10-14,12
PUE-003150,A7AD36DD,Luisa Verónica,Gutiérrez,Torres,2001-08-13,24,Femenino,GUTL010813MPLTRSA3,GUTL010813G17,Puebla,Región VII: Tehuacán,Coxcatlán,Particular,O+,155.7,79.0,32.6,112,74,78,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-14,447
PUE-003151,68D14042,Francisco Alejandro,Díaz,Vázquez,1979-07-29,46,Masculino,DAVF790729HPLÍÁRA4,DAVF790729560,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS,O+,166.2,86.4,31.3,150,86,73,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-05-01,31
PUE-003152,C81D24BE,Jorge,Martínez,Cruz,1975-12-21,50,Masculino,MACJ751221HPLRRRA6,MACJ751221P20,Puebla,Región I: Huauchinango,Naupan,IMSS,O+,165.1,72.4,26.6,124,79,69,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-01,29
PUE-003153,5AA4E388,José Juan,García,Flores,1993-09-10,32,Masculino,GAFJ930910HPLRLSA5,GAFJ930910V91,Puebla,Región VII: Tehuacán,Tecamachalco,Particular,O+,161.9,95.8,36.5,153,102,73,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-09,799
PUE-003154,9578D14E,Juan Alejandro,Gómez,López,1996-04-07,30,Masculino,GELJ960407HPLÓÓNA3,GELJ960407S33,Puebla,Región V: Puebla,Santa Clara Ocoyucan,Particular,A+,178.1,52.2,16.5,120,78,73,36.2,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-01-07,363
PUE-003155,DEA7D8EE,Juan,Cruz,Sánchez,1985-07-24,40,Masculino,CUSJ850724HPLRÁNA7,CUSJ850724K29,Puebla,Región IV: San Pedro Cholula,San Martín Texmelucan,IMSS,O+,166.6,67.8,24.4,119,72,83,36.7,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-07-01,22
PUE-003156,35897F8E,Leticia,Vázquez,Castro,2011-11-05,14,Femenino,VUCL111105MPLÁSTA5,VUCL111105M92,Puebla,Región VI: Izúcar de Matamoros,Atlixco,IMSS,O+,155.0,65.5,27.3,123,72,85,38.9,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-02,24
PUE-003157,0471DEFE,Fernando,Jiménez,García,1943-10-11,82,Masculino,JIGF431011HPLMRRA2,JIGF431011470,Puebla,Región I: Huauchinango,Naupan,IMSS,O+,166.8,84.2,30.3,115,77,82,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-16,27
PUE-003158,606E2102,Luis Francisco,Hernández,García,1945-10-10,80,Masculino,HEGL451010HPLRRSA7,HEGL451010Q59,Puebla,Región III: Ciudad Serdán,Esperanza,IMSS,B+,155.9,74.0,30.4,120,78,83,36.4,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-09-03,20
PUE-003159,BC4EC6D1,Juana Sofia,Castro,González,1972-03-05,54,Femenino,CAGJ720305MPLSNNA5,CAGJ720305X50,Puebla,Región V: Puebla,Ocoyucan,IMSS,B+,151.7,41.9,18.2,113,71,79,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2025-12-06,31
PUE-003160,349B362F,Leticia Patricia,Hernández,Torres,2009-08-26,16,Femenino,HETL090826MPLRRTA8,HETL090826258,Puebla,Región V: Puebla,Cuautinchán,IMSS-Bienestar,O+,151.4,71.2,31.1,115,83,69,36.6,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-03-24,28
PUE-003161,D131BBD0,Juan Fernando,Flores,Morales,1960-08-11,65,Masculino,FOMJ600811HPLLRNA7,FOMJ600811953,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,IMSS-Bienestar,O+,159.7,63.4,24.9,114,85,74,36.6,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-01-29,11
PUE-003162,ED5B214D,Rafael,Gutiérrez,Ramírez,1954-06-13,72,Masculino,GURR540613HPLTMFA7,GURR540613V63,Puebla,Región I: Huauchinango,Xicotepec,IMSS-Bienestar,O-,180.8,96.5,29.5,112,75,82,36.3,J45,Asma Bronquial,Neumología / Pediatría,2026-06-01,18
PUE-003163,8D5BA5A8,Ana Elena,López,Jiménez,1991-01-07,35,Femenino,LEJA910107MPLÓMNA6,LEJA910107823,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,IMSS,O+,158.4,48.9,19.5,118,82,85,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-15,28
PUE-003164,6E9B36B6,Pedro,González,Gómez,1973-05-01,53,Masculino,GOGP730501HPLNÓDA9,GOGP730501787,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS,O+,169.2,67.9,23.7,115,79,92,38.0,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-11,20
PUE-003165,E44F2D7B,Jorge,Rodríguez,González,1974-06-29,52,Masculino,ROGJ740629HPLDNRA7,ROGJ740629N92,Puebla,Región II: Teziutlán,Tlatlauquitepec,IMSS,O+,174.0,77.7,25.7,141,86,76,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-01-25,3
PUE-003166,BA6E9D3B,Luisa,Castro,Ramírez,1971-01-28,55,Femenino,CARL710128MPLSMSA8,CARL710128C85,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,ISSSTEP,O+,159.0,44.3,17.5,117,73,80,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-13,4
PUE-003167,7B02F917,Alejandro Alejandro,García,Vázquez,1946-08-02,79,Masculino,GAVA460802HPLRÁLA3,GAVA460802Z55,Puebla,Región VII: Tehuacán,Ajalpan,IMSS-Bienestar,A+,174.8,47.1,15.4,117,77,87,39.0,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-07-05,0
PUE-003168,4405F695,Pedro Pedro,Cruz,Flores,2007-05-17,19,Masculino,CUFP070517HPLRLDA4,CUFP070517452,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS-Bienestar,O+,172.4,74.1,24.9,122,78,75,36.3,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-07-17,38
PUE-003169,C19A5D90,Fernando Juan,Gutiérrez,Sánchez,1965-12-26,60,Masculino,GUSF651226HPLTÁRA3,GUSF651226J30,Puebla,Región I: Huauchinango,Huauchinango,IMSS,A+,166.2,70.3,25.5,125,78,88,38.3,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-05-24,9
PUE-003170,8D9B7152,Juana,García,Rodríguez,2000-07-21,25,Femenino,GARJ000721MPLRDNA8,GARJ000721G41,Puebla,Región VI: Izúcar de Matamoros,Chietla,IMSS,O+,153.9,69.2,29.2,123,78,91,37.9,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-01-22,0
PUE-003171,46EE6D02,Guadalupe Patricia,Díaz,Gómez,1990-02-07,36,Femenino,DAGG900207MPLÍÓDA3,DAGG900207V69,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS,B+,149.8,61.5,27.4,117,78,84,36.1,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-06-23,27
PUE-003172,BBA99F99,Luisa Patricia,Pérez,Rodríguez,1981-12-18,44,Femenino,PERL811218MPLÉDSA5,PERL811218I25,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS,B+,163.5,63.1,23.6,124,73,73,36.8,Z00.0,Sano (Control de Rutina),Medicina General,2025-09-15,39
PUE-003173,F586241B,Patricia Guadalupe,García,Morales,1948-06-14,78,Femenino,GAMP480614MPLRRTA9,GAMP480614M13,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS,O+,156.0,80.4,33.0,124,79,82,36.9,J45,Asma Bronquial,Neumología / Pediatría,2025-07-12,14
PUE-003174,324D2BFA,Verónica Sofia,López,Sánchez,1983-11-10,42,Femenino,LESV831110MPLÓÁRA4,LESV831110X11,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,ISSSTEP,O+,162.8,68.2,25.7,120,72,72,36.3,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-08-03,35
PUE-003175,223FBD48,Guadalupe Luisa,González,Gómez,1989-06-18,37,Femenino,GOGG890618MPLNÓDA3,GOGG890618D81,Puebla,Región VII: Tehuacán,Tecamachalco,No derechohabiente,O+,157.5,52.5,21.2,153,86,80,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-06-21,803
PUE-003176,625A98C9,Guadalupe Patricia,Pérez,García,1995-12-07,30,Femenino,PEGG951207MPLÉRDA3,PEGG951207X51,Puebla,Región I: Huauchinango,Pahuatlán,IMSS,O+,154.5,70.5,29.5,124,73,73,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-24,20
PUE-003177,5E7674EA,Rafael,Ramírez,Pérez,1990-09-27,35,Masculino,RAPR900927HPLMÉFA2,RAPR900927G74,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,O+,157.5,79.8,32.2,113,78,80,36.6,N39.0,Infección de Vías Urinarias,Medicina General,2025-12-05,37
PUE-003178,662DB777,Carlos,Flores,Jiménez,1992-06-13,34,Masculino,FOJC920613HPLLMRA9,FOJC920613E84,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS-Bienestar,O+,161.7,76.3,29.2,119,85,104,38.1,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-07-31,21
PUE-003179,89F9A22D,Elena Verónica,Cruz,Pérez,1988-03-27,38,Femenino,CUPE880327MPLRÉLA8,CUPE880327G44,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,162.5,61.4,23.3,112,85,82,36.5,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-01-25,4
PUE-003180,0A487251,Pedro Carlos,López,Vázquez,1967-07-22,58,Masculino,LEVP670722HPLÓÁDA3,LEVP670722E16,Puebla,Región I: Huauchinango,Naupan,No derechohabiente,O+,161.7,79.8,30.5,123,72,104,38.4,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-07,494
PUE-003181,209259A4,Margarita Ana,Díaz,Castro,1967-01-23,59,Femenino,DACM670123MPLÍSRA4,DACM670123Q54,Puebla,Región V: Puebla,Puebla,IMSS-Bienestar,O+,156.2,75.5,30.9,113,84,105,38.0,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-02-09,25
PUE-003182,D5074ED1,Sofia Carmen,Gutiérrez,Morales,1990-02-08,36,Femenino,GUMS900208MPLTRFA6,GUMS900208Z51,Puebla,Región VI: Izúcar de Matamoros,Chiautla,Particular,A+,147.8,67.0,30.7,113,70,85,36.5,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-11-20,526
PUE-003183,2CB12882,Jesús Manuel,Flores,Vázquez,1976-09-02,49,Masculino,FOVJ760902HPLLÁSA6,FOVJ760902J69,Puebla,Región I: Huauchinango,Chiconcuautla,IMSS-Bienestar,O+,162.4,81.3,30.8,118,70,90,37.6,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-08-27,21
PUE-003184,6FE13F16,Alejandro,Morales,Rodríguez,1984-08-31,41,Masculino,MORA840831HPLRDLA1,MORA840831W98,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,Particular,O+,159.9,78.4,30.7,118,75,78,36.9,N39.0,Infección de Vías Urinarias,Medicina General,2026-05-02,837
PUE-003185,8CB9CBF8,Francisco Pedro,Cruz,Jiménez,1955-01-14,71,Masculino,CUJF550114HPLRMRA4,CUJF550114M85,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS-Bienestar,O+,163.1,80.3,30.2,118,76,73,36.2,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-01-10,13
PUE-003186,E4514730,Guadalupe,Flores,Martínez,1971-12-07,54,Femenino,FOMG711207MPLLRDA6,FOMG711207V61,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS,O+,158.4,77.4,30.8,110,85,81,36.2,N39.0,Infección de Vías Urinarias,Medicina General,2025-12-10,35
PUE-003187,C06DDB7F,Ana Luisa,Torres,López,2013-11-11,12,Femenino,TOLA131111MPLRÓNA2,TOLA131111O88,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS-Bienestar,A+,162.0,69.5,26.5,121,70,78,36.4,J45,Asma Bronquial,Neumología / Pediatría,2026-03-07,27
PUE-003188,7F2C5B2B,Leticia Juana,Vázquez,Reyes,2021-03-20,5,Femenino,VURL210320MPLÁYTA3,VURL210320842,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,IMSS,O+,124.9,28.1,18.0,117,73,70,36.2,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-09-22,30
PUE-003189,79DE3F68,Fernando,Gutiérrez,Cruz,1962-09-12,63,Masculino,GUCF620912HPLTRRA6,GUCF620912T35,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,Particular,O+,165.4,71.6,26.2,122,78,79,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-05,821
PUE-003190,1BA6F05D,Miguel Francisco,López,Hernández,1987-10-31,38,Masculino,LEHM871031HPLÓRGA8,LEHM871031I88,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,165.4,65.5,23.9,119,73,68,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-14,36
PUE-003191,B616336B,Ricardo Manuel,Morales,Sánchez,1948-07-07,78,Masculino,MOSR480707HPLRÁCA5,MOSR480707A95,Puebla,Región I: Huauchinango,Naupan,IMSS,O+,164.6,82.4,30.4,122,78,79,36.4,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-11-07,35
PUE-003192,1F37A190,Javier Ricardo,Díaz,Ramírez,1990-05-03,36,Masculino,DARJ900503HPLÍMVA1,DARJ900503N19,Puebla,Región VII: Tehuacán,Coxcatlán,IMSS,O+,166.8,71.4,25.7,119,78,93,38.0,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-03-05,12
PUE-003193,25DA8002,Juan,Torres,Gómez,1968-12-31,57,Masculino,TOGJ681231HPLRÓNA1,TOGJ681231Q15,Puebla,Región VII: Tehuacán,Coxcatlán,IMSS,A+,172.9,66.8,22.3,115,83,73,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-06,5
PUE-003194,64E587D6,Pedro José,Rodríguez,García,2000-05-31,26,Masculino,ROGP000531HPLDRDA8,ROGP000531L55,Puebla,Región VII: Tehuacán,Coxcatlán,IMSS,O+,171.7,57.9,19.6,115,85,100,37.4,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-12,37
PUE-003195,D46D20BD,Sofia Leticia,Vázquez,Morales,1989-10-13,36,Femenino,VUMS891013MPLÁRFA9,VUMS891013V19,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,IMSS-Bienestar,A+,148.4,81.4,37.0,118,75,81,36.6,N39.0,Infección de Vías Urinarias,Medicina General,2026-05-02,19
PUE-003196,806B5E64,Sofia,Rodríguez,Jiménez,1969-03-01,57,Femenino,ROJS690301MPLDMFA4,ROJS690301695,Puebla,Región IV: San Pedro Cholula,Huejotzingo,IMSS,O+,142.2,61.1,30.2,115,82,85,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-15,12
PUE-003197,125DC4C4,Rosa Margarita,Ramírez,Gutiérrez,2004-03-12,22,Femenino,RAGR040312MPLMTSA5,RAGR040312D75,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,Particular,O+,157.8,70.6,28.4,112,77,67,36.7,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-02-21,810
PUE-003198,E59CDB32,Alejandro,Torres,González,2025-11-17,0,Masculino,TOGA251117HPLRNLA0,TOGA251117Z35,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,Particular,O+,100.3,40.4,40.2,145,88,67,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-06-24,748
PUE-003199,DD484BFD,Juana,Rodríguez,Flores,2012-12-07,13,Femenino,ROFJ121207MPLDLNA9,ROFJ121207269,Puebla,Región VII: Tehuacán,Yehualtepec,IMSS,O+,146.6,66.1,30.8,120,80,74,36.4,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-01-17,27
